Launch Date and Time (UTC),Launch Date Only (UTC),Launch Site (Abbrv.),Launch Site (Full),Latitude,Longitude,Launch Vehicle,Success,Nation of Ownership,Official Payload Name,Manufacturer's Payload Name,Inclination degrees,COSPAR,Launch Designator ,SATCAT ID,SATCAT ID w/o success code or leading zeros,LV S/N,Site,Ref,International Designator,Decay Date,Orbital Period minutes,Apogee Altitude kilometers,Perigee Altitude kilometers,Radar Cross Section meters2
1971 Jul 23 1100?,7/23/1971,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,CIS,Kosmos-430,Zenit-4M,65.4,1971-062A,1971-062,S05340,5340,7705712-215,NIIP-53  LC43/3,RAEX,1971-062A,8/5/1971,88.9,255,185,N/A
1971 Jul 26 1334:00,7/26/1971,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Saturn V,S,US,Endeavour,Apollo CM-112,,1971-063A,1971-063,S05351,5351,SA-510,KSC      LC39A,KHR-1,1971-063A,8/7/1971,,,,N/A    MO3
1971 Jul 28 0329?,7/28/1971,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,CIS,Molniya-1,Molniya-1 11F67 No. 20,64.8,1971-064A,1971-064,S05367,5367,Kh15000-096,NIIP-53  LC43/4,RAEX,1971-064A,7/19/1977,629.2,35800,89,22.8264
1971 Jul 30 0829?,7/30/1971,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Voskhod 11A57,S,CIS,Kosmos-431,Zenit-2M,51.8,1971-065A,1971-065,S05364,5364,7801421-141,NIIP-5   LC31,RAEX,1971-065A,8/11/1971,88.8,235,194,N/A
1971 Jun  4 1810:00,6/4/1971,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,CIS,Kosmos-426,DS-U2-K No. 1,73.9,1971-052A,1971-052,S05281,5281,65014-101,NIIP-53  LC132/2,AVMDS,1971-052A,5/11/2002,87.2,141,129,3.8489
1971 Jun  6 0455:09,6/6/1971,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz 11A511,S,CIS,Soyuz-11,Soyuz 7K-T No. 32,51.6,1971-053A,1971-053,S05283,5283,Kh15000-024,NIIP-5   LC1,NK0204-71,1971-053A,6/29/1971,89.1,234,229,N/A
1971 Jun  8 1400:05,6/8/1971,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Thor Burner 2,S,US,P70-1,P70-1,90.2,1971-054A,1971-054,S05285,5285,210/BII-12,V        SLC10W,SAC7383,1971-054A,1/31/1982,87.8,170,163,6.0377
1971 Jun 11 1000?,6/11/1971,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,CIS,Kosmos-427,Zenit-4MK,72.9,1971-055A,1971-055,S05289,5289,7801424-715,NIIP-53  LC43/4,RAEX,1971-055A,6/24/1971,89.4,314,178,N/A
1971 Jun 15 1841,6/15/1971,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Titan IIID,S,US,OPS 7809,HEXAGON SV-1,96.3,1971-056A,1971-056,S05297,5297,23D-1,V        SLC4E,Wire,1971-056A,8/6/1971,90,289,262,N/A
1971 Jun 24 0759?,6/24/1971,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Voskhod 11A57,S,CIS,Kosmos-428,Zenit-2M,51.8,1971-057A,1971-057,S05305,5305,7705711-123,NIIP-5   LC31,RAEX,1971-057A,7/6/1971,89,244,202,N/A
1971 Jun 25,,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,F,,[Kosmos],Zenit-4M,,1971-F05,1971-F05,F00618,618,7801422-235,NIIP-53  LC43/4,AVMNLJ,1963-028A,,,,,
1971 Jun 26 2315:08,,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,N-1 11A52,F,,LK,LK,,1971-F06,1971-F06,F00626,626,6L/Kh15006,NIIP-5   LC110L,JCM,1963-032A,,,,,
1971 Mar  3 0930?,3/3/1971,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Voskhod 11A57,S,CIS,Kosmos-399,Zenit-4M,65,1971-017A,1971-017,S05003,5003,7705712-220,NIIP-5   LC31,RAEX,1971-017A,3/17/1971,90.6,416,194,N/A
1971 Mar  3 1202?,3/3/1971,JSC,"Jiuquan Satellite Launch Center, China",40.6,99.9,Chang Zheng 1,S,PRC,Shi Jian,shijian,69.8,1971-018A,1971-018,S05007,5007,-,JQ       LA2A,TLE,1971-018A,6/17/1979,87.5,162,140,0.8998
1971 Mar  5,,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,F,,[Kosmos],Zenit-2M,,1971-F03,1971-F03,F00610,610,Kh76001-037,NIIP-53  LC43/4,AVMNLJ,1963-022C,,,,,
1971 Mar  5 0815:02,,KYMSC,"Kapustin Yar Missile and Space Complex, Russia",48.4,45.8,Kosmos 11K63,F,,Kosmos,DS-P1-Yu No. 39,,1971-F02,1971-F02,F00614,614,-,GTsP-4   LC86/4,AVMDS,1963-025B,,,,,
1971 Mar 13 1615:00,3/13/1971,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Thor Delta M6,S,US,IMP 6,IMP I,31.4,1971-019A,1971-019,S05043,5043,562/D83,CC       LC17A,TR-1022,1971-019A,10/2/1974,5966.3,202788,2391,N/A
1971 Mar 18 2145:00,3/18/1971,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,CIS,Kosmos-400,DS-P1-M No. 3,65.8,1971-020A,1971-020,S05050,5050,65027-118,NIIP-53  LC132/1,AVMDS,1971-020A,,105,1003,981,1.4408
1971 Mar 21 0345,3/21/1971,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Titan 33B,S,US,OPS 4788,JUMPSEAT 1,,1971-021A,1971-021,S05053,5053,33B-1 (3B-36),V        SLC4W,LR710322,1971-021A,,,,,N/A    NEA
1971 Mar 24 2106:00,3/24/1971,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Thorad SLV-2H Agena D,S,US,OPS 5300,CORONA CR-14,81.5,1971-022A,1971-022,S05059,5059,538/FTV 1660,V        SLC3W,PER1114,1971-022A,4/12/1971,87.8,177,152,N/A
1971 Mar 27 1059?,3/27/1971,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,CIS,Kosmos-401,Zenit-4M,72.8,1971-023A,1971-023,S05086,5086,7705712-219,NIIP-53  LC43/4,RAEX,1971-023A,4/9/1971,90.3,394,185,N/A
1971 May  5 0743:01,5/5/1971,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Titan IIIC,S,US,DSP F2,DSP 3,,1971-039A,1971-039,S05204,5204,23C-2 (3C-20),CC       LC40,AFT3,1971-039A,,,,,N/A    NEA
1971 May  6 0620?,5/6/1971,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Voskhod 11A57,S,CIS,Kosmos-410,Zenit-2M,65,1971-040A,1971-040,S05207,5207,7705711-122,NIIP-5   LC31,RAEX,1971-040A,5/18/1971,89.2,267,197,N/A
1971 May  7 1420?,5/7/1971,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,CIS,Kosmos-411,Strela-1M,74,1971-041A,1971-041,S05210,5210,53727-121,NIIP-53  LC132/1,RAEX,1971-041A,,113.8,1490,1316,0.7497
1971 May  9 0111:02,,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Atlas SLV-3C Centaur,F,,Mariner 8,Mariner 71H,,1971-F04,1971-F04,F00616,616,AC-24,CC       LC36A,JPL-TR-32-1550,1963-027C,,,,,
1971 May 10 1658:42,,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/D,F,,Kosmos-419,3MS No. 170,,1971-042A,1971-042,S05221,5221,253-01,NIIP-5   LC81/23,NK9810-25,1971-042A,,,,,
1971 May 18 0800?,5/18/1971,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Voskhod 11A57,S,CIS,Kosmos-420,Zenit-4M,51.8,1971-043A,1971-043,S05230,5230,7705712-218,NIIP-5   LC31,RAEX,1971-043A,5/30/1971,89.6,326,179,N/A
1971 May 19 1020:00,5/19/1971,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K63,S,CIS,Kosmos-421,DS-P1-Yu No. 48,70.9,1971-044A,1971-044,S05232,5232,-,NIIP-53  LC133/3,AVMDS,1971-044A,11/8/1971,87.7,166,156,N/A
1971 May 19 1622:44,5/19/1971,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/D,S,CIS,Mars-2,4M No. 171,,1971-045A,1971-045,S05234,5234,255-01,NIIP-5   LC81/24,NK9810-25,1971-045A,,,,,N/A    MA0
1971 May 22 0051?,5/22/1971,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,CIS,Kosmos-422,Tsiklon,74,1971-046A,1971-046,S05238,5238,53727-120,NIIP-53  LC132/1,RAEX,1971-046A,,105,1003,981,2.8239
1971 May 27 1159:55,5/27/1971,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K63,S,CIS,Kosmos-423,DS-P1-Yu No. 47,71,1971-047A,1971-047,S05246,5246,-,NIIP-53  LC133/3,AVMDS,1971-047A,11/26/1971,87.8,167,163,N/A
1971 May 28 1030?,5/28/1971,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,CIS,Kosmos-424,Zenit-4M,65.4,1971-048A,1971-048,S05248,5248,Kh15002-052,NIIP-53  LC43/4,RAEX,1971-048A,6/10/1971,89.3,299,176,N/A
1971 May 28 1526:30,5/28/1971,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/D,S,CIS,Mars-3,4M No. 172,,1971-049A,1971-049,S05252,5252,249-01,NIIP-5   LC81/23,NK9810-25,1971-049A,,,,,N/A    MA0
1971 May 29 0349?,5/29/1971,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,CIS,Kosmos-425,Tselina-OM,74,1971-050A,1971-050,S05253,5253,Z149-30,NIIP-53  LC132/1,RAEX,1971-050A,1/15/1980,87.7,166,158,4.3047
1971 May 30 2223:04,5/30/1971,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Atlas SLV-3C Centaur,S,US,Mariner 9,Mariner 71J,,1971-051A,1971-051,S05261,5261,AC-23,CC       LC36B,JPL-TR-32-1550,1971-051A,,,,,N/A    MA0
1971 Nov  2 1425?,11/2/1971,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,CIS,Kosmos-454,Zenit-4M,65.5,1971-094A,1971-094,S05585,5585,7705712-217,NIIP-53  LC41/1,RAEX,1971-094A,11/16/1971,90,356,191,N/A
1971 Nov  3 0309:06,11/3/1971,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Titan IIIC,S,US,DSCS II F-1,DSCS II A-1,10.7,1971-095A,1971-095,S05587,5587,23C-3 (3C-21),CC       LC40,AFT3,1971-095A,,1436,35808,35760,2.6104
1971 Nov  5 1300,,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Europa II,F,,STV 4,STV 4,,1971-F10,1971-F10,F00642,642,F-11,CSG      CECLES,Rothmund,1963-034B,,,,,
1971 Nov 15 0552:00,11/15/1971,SNMLP,"Broglio Space Centre, Kenya",-2.938333,40.2125,Scout B,S,US,SSS 1,SSS A,3.6,1971-096A,1971-096,S05598,5598,S163CR,SMLC,LAAFB,1971-096A,1/10/1992,91.6,572,130,2.5027
1971 Nov 17 1109:48,11/17/1971,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K63,S,CIS,Kosmos-455,DS-P1-Yu No. 54,71,1971-097A,1971-097,S05608,5608,-,NIIP-53  LC133/3,AVMDS,1971-097A,4/9/1972,87.7,159,159,N/A
1971 Nov 19 1200?,11/19/1971,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,CIS,Kosmos-456,Zenit-4M,72.8,1971-098A,1971-098,S05611,5611,7705712-214,NIIP-53  LC43/3,RAEX,1971-098A,12/2/1971,89.9,348,188,N/A
1971 Nov 20 1800?,11/20/1971,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,CIS,Kosmos-457,Sfera,74,1971-099A,1971-099,S05614,5614,47114-106,NIIP-53  LC132/2,RAEX,1971-099A,,109.4,1218,1182,3.169
1971 Nov 24 0930?,11/24/1971,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,CIS,Molniya-2,Molniya-2,65.5,1971-100A,1971-100,S05620,5620,Yu15000-092,NIIP-53  LC43/4,RAEX,1971-100A,5/10/1976,716.3,40102,181,N/A
1971 Nov 29 1009:56,11/29/1971,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K63,S,CIS,Kosmos-458,DS-P1-Yu No. 53,71,1971-101A,1971-101,S05623,5623,-,NIIP-53  LC133/3,AVMDS,1971-101A,4/20/1972,87.9,176,165,N/A
1971 Nov 29 1730:00,11/29/1971,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,CIS,Kosmos-459,DS-P1-M No. 5,65.8,1971-102A,1971-102,S05625,5625,65027-110,NIIP-53  LC132/1,AVMDS,1971-102A,12/27/1971,87.5,163,134,N/A
1971 Nov 30 1639?,11/30/1971,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,CIS,Kosmos-460,Tselina-OM,73.9,1971-103A,1971-103,S05628,5628,65017-101,NIIP-53  LC132/2,RAEX,1971-103A,3/5/1980,87.6,163,152,3.7797
1971 Oct  7 1230?,10/7/1971,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,CIS,Kosmos-443,Zenit-2M,65.4,1971-085A,1971-085,S05536,5536,7801421-135,NIIP-53  LC43/3,RAEX,1971-085A,10/19/1971,89.4,290,200,N/A
1971 Oct 13 1341?,10/13/1971,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,CIS,Kosmos-444,Strela-1M,74,1971-086A,1971-086,S05547,5547,47114-104,NIIP-53  LC132/2,RAEX,1971-086A,,114.1,1508,1321,0.6881
1971 Oct 14 0751:17,10/14/1971,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Thor Burner 2A,S,US,DMSP 4527,DMSP Block 5B F-1 (SV-2),99.1,1971-087A,1971-087,S05557,5557,159/BIIA-10,V        SLC10W,SAC7383,1971-087A,,100.9,840,765,1.257
1971 Oct 14 0900?,10/14/1971,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Voskhod 11A57,S,CIS,Kosmos-452,Zenit-4M,65,1971-088A,1971-088,S05558,5558,7705712-223,NIIP-5   LC31,RAEX,1971-088A,10/27/1971,89.3,300,175,N/A
1971 Oct 17 1336,10/17/1971,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Thorad SLV-2G Agena D,S,US,P71-2,ASTEX P71-2,92.7,1971-089A,1971-089,S05560,5560,570/FTV ?,V        SLC1W,Wire,1971-089A,,99.5,746,721,8.8829
1971 Oct 19 1240:01,10/19/1971,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K63,S,CIS,Kosmos-453,DS-P1-Yu No. 44,71,1971-090A,1971-090,S05563,5563,-,NIIP-53  LC133/3,AVMDS,1971-090A,3/19/1972,87.7,171,153,N/A
1971 Oct 21 1132:00,,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Thor Delta N6,F,,Delta 86,[For payload bookkeeping],,1971-091A,1971-091,A02045,2045,572/D86,V        SLC2E,TR-1022,1965-082JF,,,,,
1971 Oct 23 1710,10/23/1971,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Titan 24B,S,US,OPS 7616,GAMBIT-3 Mission 4333,110.9,1971-092A,1971-092,S05575,5575,24B-2 (3B-33),V        SLC4W,Wire,1971-092A,11/17/1971,89.5,362,135,N/A
1971 Oct 28 0409:29,10/28/1971,WOMRA,"Woomera Test Range, Australia",-31.1,136.8,Black Arrow,S,UK,Prospero,X-3,82,1971-093A,1971-093,S05580,5580,R-3,WOO      LA5B,TR-HSE-0199,1971-093A,,103.4,1305,529,0.9342
1971 Sep  2 1340:40,9/2/1971,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/D,S,CIS,Luna-18 KT,E-8-5 No. 407,,1971-073A,1971-073,S05448,5448,256-01,NIIP-5   LC81/24,NK9810-25,1971-073A,9/11/1971,,,,N/A    MO2
1971 Sep  7 0115?,9/7/1971,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,CIS,Kosmos-436,Tselina-OM,74,1971-074A,1971-074,S05461,5461,Yu149-42,NIIP-53  LC132/2,RAEX,1971-074A,1/4/1980,87.5,156,146,6.2473
1971 Sep 10 0337?,9/10/1971,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,CIS,Kosmos-437,Tselina-OM,74,1971-075A,1971-075,S05466,5466,65014-106,NIIP-53  LC132/2,RAEX,1971-075A,3/29/1980,88,183,170,3.0305
1971 Sep 10 2132:56,9/10/1971,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Thorad SLV-2H Agena D,S,US,OPS 5454,CORONA CR-15,75,1971-076A,1971-076,S05468,5468,567/FTV 1662,V        SLC3W,PER1115,1971-076A,10/5/1971,87.9,179,163,N/A
1971 Sep 14 1300?,9/14/1971,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,CIS,Kosmos-438,Zenit-4MK,65.4,1971-077A,1971-077,S05475,5475,7702424-716,NIIP-53  LC41/1,RAEX,1971-077A,9/27/1971,89.3,310,171,N/A
1971 Sep 20 2331:00,2/15/1966,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Scout B,S,US,BIC,Barium Ion Cloud,96.2,1971-U03,1971-U03,A02031,2031,S166C,WI       LA3A,MOR S-874-71-02,1966-012K,2/20/1966,88.8,243,186,N/A
1971 Sep 21 1200?,9/21/1971,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,CIS,Kosmos-439,Zenit-2M,65.4,1971-078A,1971-078,S05478,5478,7705711-124,NIIP-53  LC43/3,RAEX,1971-078A,10/2/1971,89.3,272,207,N/A
1971 Sep 24 1030:00,9/24/1971,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K63,S,CIS,Kosmos-440,DS-P1-I No. 10,71,1971-079A,1971-079,S05480,5480,-,NIIP-53  LC133/3,AVMDS,1971-079A,10/29/1972,88,192,160,N/A
1971 Sep 28 0400:00,9/28/1971,KSCUT,"Uchinoura Space Center, Japan",31.2,131.1,Mu-4S,S,JPN,Shinsei,MS-F2,32.1,1971-080A,1971-080,S05485,5485,M-4S-3,KASC     M,ISAS-Doc320,1971-080A,,113,1861,869,0.8227
1971 Sep 28 0740?,9/28/1971,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Voskhod 11A57,S,CIS,Kosmos-441,Zenit-4M,65,1971-081A,1971-081,S05486,5486,7705712-224 ?,NIIP-5   LC31,RAEX,1971-081A,10/10/1971,89.2,295,178,N/A
1971 Sep 28 1000:22,9/28/1971,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/D,S,CIS,Luna-19,E-8LS No. 202,,1971-082A,1971-082,S05488,5488,257-01,NIIP-5   LC81/24,NK9810-25,1971-082A,,,,,N/A    MO0
1971 Sep 29 0945:00,,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Thor Delta N,F,,OSO 7,OSO H,,1971-083A,1971-083,S05491,5491,565/D85,CC       LC17A,KHR-1,1971-083A,,,,,
1971 Sep 29 1130?,9/29/1971,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,CIS,Kosmos-442,Zenit-4M,72.8,1971-084A,1971-084,S05493,5493,7705712-222,NIIP-53  LC43/3,RAEX,1971-084A,10/12/1971,89.5,322,177,N/A
1972 Apr  3 1015?,4/3/1972,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,CIS,Kosmos-483,Zenit-4M,72.8,1972-024A,1972-024,S05924,5924,7801422-245,NIIP-53  LC41/1,RAEX,1972-024A,4/15/1972,89.5,319,181,N/A
1972 Apr  4 2038:30,4/4/1972,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,CIS,Molniya-1,Molniya-1 11F67 No. 27,65.8,1972-025A,1972-025,S05927,5927,Yu15000-093,NIIP-53  LC43/4,NK9707-75,1972-025A,1/30/1974,124.2,3655,84,N/A
1972 Apr  6 0800?,4/6/1972,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,CIS,Kosmos-484,Zenit-2M,81.3,1972-026A,1972-026,S05933,5933,7801421-139,NIIP-53  LC43/3,RAEX,1972-026A,4/18/1972,88.2,194,176,N/A
1972 Apr  7 1000:00,4/7/1972,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Voskhod 11A57,S,CIS,Interkosmos-6,Energiya No. 1,51.8,1972-027A,1972-027,S05936,5936,Kh15000-013,NIIP-5   LC31,NK9521-43,1972-027A,4/11/1972,88.9,242,200,N/A
1972 Apr 11 1104:58,4/11/1972,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K63,S,CIS,Kosmos-485,DS-P1-Yu No. 58,71,1972-028A,1972-028,S05938,5938,-,NIIP-53  LC133/3,AVMDS,1972-028A,8/30/1972,87.8,174,156,N/A
1972 Apr 14 0054?,4/14/1972,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Molniya 8K78M,S,CIS,Prognoz,SO-M No. 501,64.9,1972-029A,1972-029,S05941,5941,Kh15000-079,NIIP-5   LC31,RAEX,1972-029A,,5774,200002,469,N/A
1972 Apr 14 0800?,4/14/1972,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,CIS,Kosmos-486,Zenit-4M,81.3,1972-030A,1972-030,S05945,5945,7702423-253,NIIP-53  LC43/3,RAEX,1972-030A,4/27/1972,88.6,230,182,N/A
1972 Apr 16 1754,4/16/1972,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Saturn V,S,US,Casper,Apollo CM-113,,1972-031A,1972-031,S06000,6000,SA-511,KSC      LC39A,KHR-1,1972-031A,4/27/1972,,,,N/A    MO3
1972 Apr 19 2143:59,4/19/1972,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Thorad SLV-2H Agena D,S,US,OPS 5640,CORONA CR-16,81.5,1972-032A,1972-032,S06003,6003,569/FTV 1661,V        SLC3W,PER,1972-032A,5/12/1972,88,200,152,N/A
1972 Apr 21 1159:59,4/21/1972,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K63,S,CIS,Kosmos-487,DS-P1-Yu No. 57,70.9,1972-033A,1972-033,S06006,6006,-,NIIP-53  LC133/3,AVMDS,1972-033A,9/24/1972,87.9,179,163,N/A
1972 Apr 24 0125:48,3/31/1966,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,LM AS,S,CIS,Orion,LM 11 Ascent Stage,,1972-U02,1972-U02,A02130,2130,11,DES      LM11-DS,ApolloMR,1966-027D,,,,,N/A    SU0
1972 Apr 25 1129:59,,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K63,F,,Kosmos,DS-P1-Yu No. 51,,1972-F02,1972-F02,F00654,654,-,NIIP-53  LC133/3,AVMDS,1961-015HF,,,,,
1972 Aug  2 0815?,8/2/1972,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Voskhod 11A57,S,CIS,Kosmos-513,Zenit-4M,65,1972-060A,1972-060,S06135,6135,78033  -266,NIIP-5   LC31,RAEX,1972-060A,8/15/1972,89.9,365,169,N/A
1972 Aug 13 1510,8/13/1972,ERAS,"Wallops Flight Facility, USA",37.8,-75.5,Scout D-1,S,US,Explorer 46,Meteoroid Technology Sat,37.7,1972-061A,1972-061,S06142,6142,S184C,WI       LA3A,LAAFB,1972-061A,11/2/1979,89,231,219,11.2227
1972 Aug 16 1340?,8/16/1972,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,CIS,Kosmos-514,Tsiklon GVM,83,1972-062A,1972-062,S06148,6148,Yu149-38,NIIP-53  LC132/2,RAEX,1972-062A,,104.2,966,950,2.2069
1972 Aug 18 1000?,8/18/1972,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Voskhod 11A57,S,CIS,Kosmos-515,Zenit-4MK,72.9,1972-063A,1972-063,S06150,6150,7702424-718,NIIP-53  LC43/4,RAEX,1972-063A,8/31/1972,89.7,327,188,N/A
1972 Aug 19 0240:00,8/19/1972,KSCUT,"Uchinoura Space Center, Japan",31.2,131.1,Mu-4S,S,JPN,Denpa,REXS,30.9,1972-064A,1972-064,S06152,6152,M-4S-4,KASC     M,ISAS-Doc320,1972-064A,5/19/1980,88.1,229,132,1.1028
1972 Aug 21 1028:02,8/21/1972,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Atlas SLV-3C Centaur,S,US,Copernicus,OAO-C,35,1972-065A,1972-065,S06153,6153,AC-22,CC       LC36B,TR-1022,1972-065A,,98.8,705,696,6.7672
1972 Aug 21 1036?,8/21/1972,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Tsiklon-2,S,CIS,Kosmos-516,US-A reactor,64.8,1972-066A,1972-066,S06154,6154,45014-19L,NIIP-5   LC90/19,RAEX,1972-066A,,104.5,1029,915,2.8423
1972 Aug 30 0819?,8/30/1972,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Voskhod 11A57,S,CIS,Kosmos-517,Zenit-2M,65,1972-067A,1972-067,S06168,6168,7702421-144,NIIP-5   LC31,RAEX,1972-067A,9/11/1972,89.2,271,199,N/A
1972 Dec  2 0439?,12/2/1972,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Molniya 8K78M,S,CIS,Molniya-1,Molniya-1 11F67 No. 28,64.9,1972-095A,1972-095,S06294,6294,7801421-512,NIIP-5   LC1,RAEX,1972-095A,2/11/1976,178.5,8171,79,N/A
1972 Dec  7 0533,12/7/1972,AFETR,"Kennedy Space Center, USA",28.391139,-80.588343,Saturn V,S,US,America,Apollo CM-114,,1972-096A,1972-096,S06300,6300,SA-512,KSC      LC39A,KHR-1,1972-096A,12/19/1972,,,,N/A    MO3
1972 Dec 11 0756:00,12/11/1972,WRAS,"Vandenberg Air Force Base, USA",34.4,-120.35,Delta 0900,S,US,Nimbus 5,Nimbus E,100.1,1972-097A,1972-097,S06305,6305,577/D93,V        SLC2W,TR-1022,1972-097A,,107.1,1100,1088,3.1357
